CustomerID,Age,Tenure_Months,Contract,InternetService,TechSupport,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST1972,42,53,One Year,Fiber Optic,No,Credit Card,57.48,3055.63,0
CUST1973,50,24,Month-to-Month,DSL,No,Credit Card,34.82,827.01,1
CUST1974,24,20,Two Year,DSL,No,Electronic Check,68.73,1363.59,1
CUST1975,44,3,One Year,DSL,No,Credit Card,73.63,172.86,0
CUST1976,37,38,Month-to-Month,DSL,No,Credit Card,42.26,1664.06,1
CUST1977,59,44,One Year,No Internet,No,Mailed Check,44.23,1906.72,1
CUST1978,74,54,Month-to-Month,Fiber Optic,No,Electronic Check,58.45,3159.26,0
CUST1979,73,48,One Year,DSL,No,Bank Transfer,105.17,5011.17,0
CUST1980,47,9,Two Year,DSL,No,Mailed Check,100.46,937.73,0
CUST1981,49,32,One Year,Fiber Optic,No,Electronic Check,98.13,3115.53,0
CUST1982,25,28,One Year,No Internet,No,Mailed Check,72.98,2171.65,0
CUST1983,28,67,Month-to-Month,Fiber Optic,No,Electronic Check,108.49,7260.89,1
CUST1984,42,68,One Year,DSL,No,Credit Card,24.46,1742.73,0
CUST1985,45,55,Month-to-Month,DSL,No,Electronic Check,36.75,1986.72,0
CUST1986,24,23,Month-to-Month,No Internet,Yes,Credit Card,65.7,1511.96,0
CUST1987,37,30,One Year,No Internet,Yes,Credit Card,97.6,2852.95,0
CUST1988,35,42,Month-to-Month,Fiber Optic,Yes,Electronic Check,67.05,2786.03,1
CUST1989,33,36,One Year,DSL,No,Electronic Check,119.49,4354.47,0
CUST1990,35,26,Month-to-Month,Fiber Optic,Yes,Credit Card,115.36,3055.49,1
CUST1991,34,31,Month-to-Month,DSL,No,Electronic Check,110.2,3350.3,1
CUST1992,71,9,Two Year,Fiber Optic,No,Electronic Check,101.91,937.48,1
CUST1993,21,23,Two Year,No Internet,Yes,Credit Card,48.19,1044.5,0
CUST1994,63,71,Month-to-Month,DSL,Yes,Electronic Check,85.42,6113.13,0
CUST1995,41,70,Month-to-Month,No Internet,No,Bank Transfer,25.02,1759.14,0
CUST1996,24,62,Month-to-Month,DSL,No,Electronic Check,101.93,6275.82,0
CUST1997,68,33,Month-to-Month,Fiber Optic,Yes,Bank Transfer,52.35,1700.25,0
CUST1998,49,44,Month-to-Month,DSL,No,Bank Transfer,39.57,1834.23,0
CUST1999,73,46,Month-to-Month,Fiber Optic,No,Mailed Check,74.89,3354.43,1
